,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-06-03,00:00:00,,,,,,
1,02t,2019-06-03,01:00:00,,,,,,
2,02t,2019-06-03,02:00:00,,,,,,
3,02t,2019-06-03,03:00:00,,,,,,
4,02t,2019-06-03,04:00:00,,,,,,
5,02t,2019-06-03,05:00:00,,,,,,
6,02t,2019-06-03,06:00:00,,,,,,
7,02t,2019-06-03,07:00:00,,,,,,
8,02t,2019-06-03,08:00:00,,,,,,
9,02t,2019-06-03,09:00:00,,,,,,
10,02t,2019-06-03,10:00:00,,,,,,
11,02t,2019-06-03,11:00:00,,,,,,
12,02t,2019-06-03,12:00:00,,,,,,
13,02t,2019-06-03,13:00:00,,,,,,
14,02t,2019-06-03,14:00:00,,,,,,
15,02t,2019-06-03,15:00:00,,,,,,
16,02t,2019-06-03,16:00:00,,,,,,
17,02t,2019-06-03,17:00:00,,,,,,
18,02t,2019-06-03,18:00:00,,,,,,
19,02t,2019-06-03,19:00:00,,,,,,
20,02t,2019-06-03,20:00:00,,,,,,
21,02t,2019-06-03,21:00:00,,,,,,
22,02t,2019-06-03,22:00:00,,,,,,
23,02t,2019-06-03,23:00:00,,,,,,
24,03t,2019-06-03,00:00:00,7.0,10.0,7.0,0.49,,
25,03t,2019-06-03,01:00:00,6.0,9.0,4.0,0.46,,
26,03t,2019-06-03,02:00:00,8.0,12.0,3.0,0.59,,
27,03t,2019-06-03,03:00:00,8.0,11.0,2.0,0.68,,
28,03t,2019-06-03,04:00:00,9.0,33.0,3.0,0.72,2.0,
29,03t,2019-06-03,05:00:00,16.0,38.0,3.0,0.67,1.0,
30,03t,2019-06-03,06:00:00,20.0,40.0,2.0,0.82,2.0,
31,03t,2019-06-03,07:00:00,19.0,51.0,3.0,0.89,4.0,
32,03t,2019-06-03,08:00:00,23.0,48.0,8.0,0.73,1.0,
33,03t,2019-06-03,09:00:00,24.0,34.0,13.0,0.56,1.0,
34,03t,2019-06-03,10:00:00,21.0,31.0,,,,
35,03t,2019-06-03,11:00:00,19.0,45.0,26.0,0.57,7.0,
36,03t,2019-06-03,12:00:00,,,,,20.0,
37,03t,2019-06-03,13:00:00,,,,,31.0,
38,03t,2019-06-03,14:00:00,,59.0,30.0,0.81,42.0,
39,03t,2019-06-03,15:00:00,,,,,32.0,
40,03t,2019-06-03,16:00:00,33.0,50.0,8.0,0.75,16.0,
41,03t,2019-06-03,17:00:00,36.0,42.0,8.0,0.69,9.0,
42,03t,2019-06-03,18:00:00,,,,,6.0,
43,03t,2019-06-03,19:00:00,,,,,6.0,
44,03t,2019-06-03,20:00:00,18.0,39.0,11.0,0.72,7.0,
45,03t,2019-06-03,21:00:00,,,,,5.0,
46,03t,2019-06-03,22:00:00,,,,,1.0,
47,03t,2019-06-03,23:00:00,23.0,28.0,7.0,0.57,1.0,
48,05t,2019-06-03,00:00:00,12.0,26.0,1.0,0.07,17.0,
49,05t,2019-06-03,01:00:00,6.0,28.0,1.0,0.01,16.0,
50,05t,2019-06-03,02:00:00,2.0,21.0,2.0,,17.0,
51,05t,2019-06-03,03:00:00,14.0,26.0,3.0,,13.0,
52,05t,2019-06-03,04:00:00,8.0,20.0,1.0,,14.0,
53,05t,2019-06-03,05:00:00,7.0,25.0,2.0,,13.0,
54,05t,2019-06-03,06:00:00,11.0,24.0,2.0,0.02,12.0,
55,05t,2019-06-03,07:00:00,18.0,25.0,6.0,0.01,11.0,
56,05t,2019-06-03,08:00:00,7.0,15.0,9.0,,9.0,
57,05t,2019-06-03,09:00:00,6.0,21.0,12.0,,11.0,
58,05t,2019-06-03,10:00:00,5.0,20.0,20.0,,12.0,
59,05t,2019-06-03,11:00:00,5.0,28.0,29.0,0.02,15.0,
60,05t,2019-06-03,12:00:00,15.0,37.0,34.0,0.06,11.0,
61,05t,2019-06-03,13:00:00,25.0,36.0,56.0,0.06,15.0,
62,05t,2019-06-03,14:00:00,29.0,44.0,61.0,0.08,36.0,
63,05t,2019-06-03,15:00:00,29.0,46.0,,,,
64,05t,2019-06-03,16:00:00,25.0,37.0,41.0,0.06,20.0,1.0
65,05t,2019-06-03,17:00:00,24.0,41.0,31.0,,8.0,
66,05t,2019-06-03,18:00:00,15.0,27.0,19.0,0.04,14.0,
67,05t,2019-06-03,19:00:00,12.0,28.0,12.0,,12.0,
68,05t,2019-06-03,20:00:00,14.0,18.0,22.0,,6.0,
69,05t,2019-06-03,21:00:00,12.0,19.0,29.0,,3.0,
70,05t,2019-06-03,22:00:00,21.0,19.0,18.0,,2.0,
71,05t,2019-06-03,23:00:00,6.0,15.0,18.0,,1.0,
72,08t,2019-06-03,00:00:00,8.0,19.0,2.0,0.35,19.0,
73,08t,2019-06-03,01:00:00,8.0,20.0,2.0,0.35,19.0,
74,08t,2019-06-03,02:00:00,10.0,19.0,2.0,0.32,17.0,
75,08t,2019-06-03,03:00:00,11.0,25.0,2.0,0.31,16.0,
76,08t,2019-06-03,04:00:00,10.0,34.0,3.0,0.3,15.0,
77,08t,2019-06-03,05:00:00,17.0,29.0,3.0,0.38,16.0,2.0
78,08t,2019-06-03,06:00:00,18.0,64.0,3.0,0.4,15.0,2.0
79,08t,2019-06-03,07:00:00,18.0,65.0,4.0,0.42,18.0,5.0
80,08t,2019-06-03,08:00:00,19.0,41.0,6.0,0.41,20.0,2.0
81,08t,2019-06-03,09:00:00,14.0,33.0,13.0,0.35,18.0,2.0
82,08t,2019-06-03,10:00:00,23.0,38.0,,0.32,18.0,2.0
83,08t,2019-06-03,11:00:00,22.0,36.0,,,,
84,08t,2019-06-03,12:00:00,27.0,47.0,51.0,0.34,16.0,5.0
85,08t,2019-06-03,13:00:00,24.0,44.0,73.0,0.31,14.0,3.0
86,08t,2019-06-03,14:00:00,34.0,46.0,70.0,0.27,19.0,2.0
87,08t,2019-06-03,15:00:00,27.0,47.0,68.0,0.32,22.0,3.0
88,08t,2019-06-03,16:00:00,35.0,50.0,41.0,0.25,20.0,4.0
89,08t,2019-06-03,17:00:00,30.0,44.0,,,,
90,08t,2019-06-03,18:00:00,25.0,36.0,16.0,0.19,15.0,3.0
91,08t,2019-06-03,19:00:00,24.0,23.0,8.0,0.22,22.0,14.0
92,08t,2019-06-03,20:00:00,22.0,32.0,14.0,0.22,21.0,14.0
93,08t,2019-06-03,21:00:00,27.0,28.0,13.0,0.22,24.0,15.0
94,08t,2019-06-03,22:00:00,26.0,36.0,7.0,0.18,22.0,19.0
95,08t,2019-06-03,23:00:00,21.0,30.0,13.0,0.15,10.0,4.0
96,10t,2019-06-03,00:00:00,13.0,10.0,7.0,,13.0,
97,10t,2019-06-03,01:00:00,16.0,12.0,8.0,,13.0,
98,10t,2019-06-03,02:00:00,12.0,10.0,8.0,,12.0,
99,10t,2019-06-03,03:00:00,9.0,8.0,5.0,,11.0,
100,10t,2019-06-03,04:00:00,8.0,12.0,5.0,,14.0,
101,10t,2019-06-03,05:00:00,8.0,12.0,4.0,,16.0,
102,10t,2019-06-03,06:00:00,11.0,19.0,5.0,,,
103,10t,2019-06-03,07:00:00,14.0,23.0,,,14.0,
104,10t,2019-06-03,08:00:00,14.0,25.0,10.0,,13.0,
105,10t,2019-06-03,09:00:00,12.0,20.0,15.0,,11.0,
106,10t,2019-06-03,10:00:00,4.0,14.0,21.0,,10.0,
