,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2018-11-21,00:00:00,,,,,,
1,02t,2018-11-21,01:00:00,,,,,,
2,02t,2018-11-21,02:00:00,,,,,,
3,02t,2018-11-21,03:00:00,,,,,,
4,02t,2018-11-21,04:00:00,,,,,,
5,02t,2018-11-21,05:00:00,,,,,,
6,02t,2018-11-21,06:00:00,,,,,,
7,02t,2018-11-21,07:00:00,,,,,,
8,02t,2018-11-21,08:00:00,,,,,,
9,02t,2018-11-21,09:00:00,,,,,,
10,02t,2018-11-21,10:00:00,,,,,,
11,02t,2018-11-21,11:00:00,,,,,,
12,02t,2018-11-21,12:00:00,,,,,,
13,02t,2018-11-21,13:00:00,,,,,,
14,02t,2018-11-21,14:00:00,,,,,,
15,02t,2018-11-21,15:00:00,,,,,,
16,02t,2018-11-21,16:00:00,,,,,,
17,02t,2018-11-21,17:00:00,,,,,,
18,02t,2018-11-21,18:00:00,,,,,,
19,02t,2018-11-21,19:00:00,,,,,,
20,02t,2018-11-21,20:00:00,,,,,,
21,02t,2018-11-21,21:00:00,,,,,,
22,02t,2018-11-21,22:00:00,,,,,,
23,02t,2018-11-21,23:00:00,,,,,,
24,03t,2018-11-21,00:00:00,92.0,216.0,2.0,2.03,67.0,
25,03t,2018-11-21,01:00:00,80.0,181.0,2.0,1.84,53.0,
26,03t,2018-11-21,02:00:00,80.0,165.0,1.0,1.64,44.0,
27,03t,2018-11-21,03:00:00,77.0,137.0,1.0,1.6,39.0,
28,03t,2018-11-21,04:00:00,71.0,116.0,3.0,1.57,37.0,
29,03t,2018-11-21,05:00:00,64.0,119.0,1.0,1.48,40.0,
30,03t,2018-11-21,06:00:00,65.0,101.0,1.0,1.58,42.0,
31,03t,2018-11-21,07:00:00,81.0,109.0,5.0,1.67,43.0,
32,03t,2018-11-21,08:00:00,73.0,110.0,25.0,1.34,35.0,
33,03t,2018-11-21,09:00:00,53.0,88.0,39.0,0.98,29.0,
34,03t,2018-11-21,10:00:00,40.0,64.0,53.0,1.01,27.0,
35,03t,2018-11-21,11:00:00,33.0,62.0,55.0,0.99,28.0,
36,03t,2018-11-21,12:00:00,29.0,53.0,57.0,0.97,47.0,
37,03t,2018-11-21,13:00:00,34.0,74.0,42.0,1.25,112.0,
38,03t,2018-11-21,14:00:00,54.0,105.0,32.0,1.22,96.0,
39,03t,2018-11-21,15:00:00,49.0,99.0,17.0,1.16,92.0,
40,03t,2018-11-21,16:00:00,42.0,92.0,16.0,1.18,88.0,
41,03t,2018-11-21,17:00:00,48.0,96.0,5.0,1.46,87.0,
42,03t,2018-11-21,18:00:00,53.0,105.0,2.0,1.55,68.0,
43,03t,2018-11-21,19:00:00,52.0,104.0,3.0,1.53,74.0,
44,03t,2018-11-21,20:00:00,64.0,117.0,,,,
45,03t,2018-11-21,21:00:00,74.0,123.0,2.0,1.45,62.0,
46,03t,2018-11-21,22:00:00,71.0,110.0,1.0,1.37,62.0,
47,03t,2018-11-21,23:00:00,69.0,92.0,1.0,1.32,56.0,
48,05t,2018-11-21,00:00:00,22.0,37.0,17.0,0.47,18.0,1.0
49,05t,2018-11-21,01:00:00,28.0,42.0,16.0,0.52,25.0,1.0
50,05t,2018-11-21,02:00:00,31.0,42.0,10.0,0.58,32.0,1.0
51,05t,2018-11-21,03:00:00,37.0,49.0,11.0,0.69,30.0,1.0
52,05t,2018-11-21,04:00:00,49.0,67.0,7.0,0.72,35.0,1.0
53,05t,2018-11-21,05:00:00,54.0,82.0,4.0,0.92,31.0,2.0
54,05t,2018-11-21,06:00:00,44.0,71.0,3.0,1.08,30.0,3.0
55,05t,2018-11-21,07:00:00,54.0,77.0,6.0,1.13,42.0,3.0
56,05t,2018-11-21,08:00:00,58.0,113.0,17.0,0.96,45.0,1.0
57,05t,2018-11-21,09:00:00,45.0,84.0,34.0,0.71,33.0,1.0
58,05t,2018-11-21,10:00:00,38.0,62.0,45.0,0.53,25.0,2.0
59,05t,2018-11-21,11:00:00,33.0,44.0,54.0,0.36,24.0,3.0
60,05t,2018-11-21,12:00:00,24.0,41.0,56.0,0.32,13.0,3.0
61,05t,2018-11-21,13:00:00,21.0,35.0,54.0,0.3,7.0,2.0
62,05t,2018-11-21,14:00:00,19.0,27.0,48.0,0.27,6.0,3.0
63,05t,2018-11-21,15:00:00,18.0,28.0,43.0,0.27,6.0,2.0
64,05t,2018-11-21,16:00:00,12.0,30.0,45.0,0.29,9.0,2.0
65,05t,2018-11-21,17:00:00,14.0,27.0,,,,
66,05t,2018-11-21,18:00:00,29.0,51.0,32.0,0.65,46.0,3.0
67,05t,2018-11-21,19:00:00,36.0,62.0,33.0,0.55,34.0,2.0
68,05t,2018-11-21,20:00:00,24.0,51.0,28.0,0.55,32.0,2.0
69,05t,2018-11-21,21:00:00,31.0,47.0,34.0,0.51,29.0,2.0
70,05t,2018-11-21,22:00:00,32.0,46.0,43.0,0.52,23.0,2.0
71,05t,2018-11-21,23:00:00,34.0,61.0,41.0,0.63,26.0,3.0
72,08t,2018-11-21,00:00:00,33.0,54.0,6.0,0.65,33.0,
73,08t,2018-11-21,01:00:00,32.0,49.0,6.0,0.88,31.0,
74,08t,2018-11-21,02:00:00,58.0,76.0,3.0,0.95,40.0,
75,08t,2018-11-21,03:00:00,60.0,89.0,6.0,0.96,36.0,
76,08t,2018-11-21,04:00:00,75.0,97.0,11.0,0.86,34.0,
77,08t,2018-11-21,05:00:00,63.0,85.0,6.0,1.17,28.0,1.0
78,08t,2018-11-21,06:00:00,75.0,94.0,1.0,1.48,32.0,4.0
79,08t,2018-11-21,07:00:00,81.0,111.0,4.0,1.81,80.0,4.0
80,08t,2018-11-21,08:00:00,103.0,139.0,12.0,1.46,60.0,5.0
81,08t,2018-11-21,09:00:00,94.0,128.0,28.0,1.3,55.0,4.0
82,08t,2018-11-21,10:00:00,75.0,113.0,52.0,0.84,28.0,5.0
83,08t,2018-11-21,11:00:00,52.0,91.0,63.0,0.54,12.0,3.0
84,08t,2018-11-21,12:00:00,35.0,59.0,67.0,0.41,7.0,
85,08t,2018-11-21,13:00:00,28.0,52.0,59.0,0.39,7.0,
86,08t,2018-11-21,14:00:00,23.0,45.0,59.0,0.47,7.0,
87,08t,2018-11-21,15:00:00,27.0,63.0,60.0,0.37,9.0,
88,08t,2018-11-21,16:00:00,26.0,42.0,70.0,0.46,23.0,1.0
89,08t,2018-11-21,17:00:00,41.0,58.0,,,,
90,08t,2018-11-21,18:00:00,31.0,58.0,39.0,0.85,27.0,3.0
91,08t,2018-11-21,19:00:00,41.0,59.0,21.0,0.96,37.0,2.0
92,08t,2018-11-21,20:00:00,45.0,59.0,14.0,1.0,38.0,2.0
93,08t,2018-11-21,21:00:00,40.0,63.0,16.0,0.89,33.0,1.0
94,08t,2018-11-21,22:00:00,40.0,63.0,29.0,0.76,26.0,2.0
95,08t,2018-11-21,23:00:00,44.0,57.0,22.0,0.78,29.0,
96,10t,2018-11-21,00:00:00,26.0,52.0,4.0,,,
97,10t,2018-11-21,01:00:00,31.0,43.0,,,26.0,
98,10t,2018-11-21,02:00:00,30.0,43.0,5.0,,25.0,
99,10t,2018-11-21,03:00:00,27.0,47.0,4.0,,23.0,
100,10t,2018-11-21,04:00:00,25.0,48.0,3.0,,20.0,
101,10t,2018-11-21,05:00:00,29.0,42.0,4.0,,24.0,
102,10t,2018-11-21,06:00:00,36.0,63.0,4.0,,20.0,
103,10t,2018-11-21,07:00:00,42.0,61.0,4.0,,24.0,
104,10t,2018-11-21,08:00:00,46.0,62.0,15.0,,28.0,
105,10t,2018-11-21,09:00:00,42.0,57.0,28.0,,19.0,
106,10t,2018-11-21,10:00:00,34.0,47.0,37.0,,14.0,
107,10t,2018-11-21,11:00:00,27.0,40.0,47.0,,8.0,
108,10t,2018-11-21,12:00:00,19.0,30.0,41.0,,6.0,
109,10t,2018-11-21,13:00:00,14.0,21.0,40.0,,5.0,
110,10t,2018-11-21,14:00:00,12.0,23.0,43.0,,5.0,
111,10t,2018-11-21,15:00:00,10.0,24.0,42.0,,6.0,
112,10t,2018-11-21,16:00:00,11.0,24.0,35.0,,8.0,
113,10t,2018-11-21,17:00:00,11.0,23.0,28.0,,14.0,
114,10t,2018-11-21,18:00:00,15.0,25.0,14.0,,28.0,
115,10t,2018-11-21,19:00:00,20.0,37.0,8.0,,44.0,
116,10t,2018-11-21,20:00:00,24.0,47.0,19.0,,34.0,
117,10t,2018-11-21,21:00:00,23.0,38.0,22.0,,28.0,
118,10t,2018-11-21,22:00:00,23.0,36.0,18.0,,31.0,
119,10t,2018-11-21,23:00:00,26.0,36.0,27.0,,26.0,
120,11t,2018-11-21,00:00:00,30.0,,38.0,,,3.0
121,11t,2018-11-21,01:00:00,30.0,,37.0,,,1.0
122,11t,2018-11-21,02:00:00,32.0,,23.0,,,1.0
123,11t,2018-11-21,03:00:00,38.0,,19.0,,,1.0
124,11t,2018-11-21,04:00:00,43.0,,24.0,,,1.0
125,11t,2018-11-21,05:00:00,44.0,,6.0,,,2.0
126,11t,2018-11-21,06:00:00,47.0,,4.0,,,4.0
127,11t,2018-11-21,07:00:00,51.0,,6.0,,,6.0
128,11t,2018-11-21,08:00:00,54.0,,22.0,,,5.0
129,11t,2018-11-21,09:00:00,52.0,,42.0,,,4.0
130,11t,2018-11-21,10:00:00,43.0,,44.0,,,4.0
131,11t,2018-11-21,11:00:00,35.0,,43.0,,,3.0
132,11t,2018-11-21,12:00:00,27.0,,48.0,,,3.0
133,11t,2018-11-21,13:00:00,21.0,,29.0,,,3.0
134,11t,2018-11-21,14:00:00,19.0,,30.0,,,3.0
135,11t,2018-11-21,15:00:00,18.0,,35.0,,,2.0
136,11t,2018-11-21,16:00:00,16.0,,18.0,,,3.0
137,11t,2018-11-21,17:00:00,18.0,,18.0,,,4.0
