,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2018-12-16,00:00:00,,,,,,
1,02t,2018-12-16,01:00:00,,,,,,
2,02t,2018-12-16,02:00:00,,,,,,
3,02t,2018-12-16,03:00:00,,,,,,
4,02t,2018-12-16,04:00:00,,,,,,
5,02t,2018-12-16,05:00:00,,,,,,
6,02t,2018-12-16,06:00:00,,,,,,
7,02t,2018-12-16,07:00:00,,,,,,
8,02t,2018-12-16,08:00:00,,,,,,
9,02t,2018-12-16,09:00:00,,,,,,
10,02t,2018-12-16,10:00:00,,,,,,
11,02t,2018-12-16,11:00:00,,,,,,
12,02t,2018-12-16,12:00:00,,,,,,
13,02t,2018-12-16,13:00:00,,,,,,
14,02t,2018-12-16,14:00:00,,,,,,
15,02t,2018-12-16,15:00:00,,,,,,
16,02t,2018-12-16,16:00:00,,,,,,
17,02t,2018-12-16,17:00:00,,,,,,
18,02t,2018-12-16,18:00:00,,,,,,
19,02t,2018-12-16,19:00:00,,,,,,
20,02t,2018-12-16,20:00:00,,,,,,
21,02t,2018-12-16,21:00:00,,,,,,
22,02t,2018-12-16,22:00:00,,,,,,
23,02t,2018-12-16,23:00:00,,,,,,
24,03t,2018-12-16,00:00:00,50.0,90.0,8.0,1.44,35.0,
25,03t,2018-12-16,01:00:00,48.0,85.0,8.0,1.37,33.0,
26,03t,2018-12-16,02:00:00,45.0,73.0,16.0,1.33,23.0,
27,03t,2018-12-16,03:00:00,40.0,66.0,19.0,1.29,20.0,
28,03t,2018-12-16,04:00:00,37.0,50.0,21.0,1.23,19.0,
29,03t,2018-12-16,05:00:00,37.0,54.0,20.0,1.15,20.0,
30,03t,2018-12-16,06:00:00,34.0,42.0,18.0,1.21,20.0,
31,03t,2018-12-16,07:00:00,41.0,42.0,17.0,1.2,20.0,
32,03t,2018-12-16,08:00:00,33.0,38.0,14.0,1.22,23.0,
33,03t,2018-12-16,09:00:00,23.0,43.0,15.0,1.18,25.0,
34,03t,2018-12-16,10:00:00,18.0,45.0,22.0,1.26,24.0,
35,03t,2018-12-16,11:00:00,17.0,40.0,32.0,1.23,26.0,
36,03t,2018-12-16,12:00:00,21.0,44.0,43.0,1.15,22.0,
37,03t,2018-12-16,13:00:00,16.0,39.0,55.0,1.07,20.0,
38,03t,2018-12-16,14:00:00,13.0,28.0,58.0,1.07,12.0,
39,03t,2018-12-16,15:00:00,12.0,21.0,56.0,1.07,10.0,
40,03t,2018-12-16,16:00:00,12.0,30.0,52.0,1.07,13.0,
41,03t,2018-12-16,17:00:00,13.0,33.0,46.0,1.03,17.0,
42,03t,2018-12-16,18:00:00,13.0,37.0,,,,
43,03t,2018-12-16,19:00:00,20.0,32.0,12.0,1.48,43.0,
44,03t,2018-12-16,20:00:00,28.0,42.0,8.0,1.57,52.0,
45,03t,2018-12-16,21:00:00,25.0,61.0,3.0,1.59,60.0,
46,03t,2018-12-16,22:00:00,27.0,62.0,1.0,1.78,59.0,
47,03t,2018-12-16,23:00:00,29.0,68.0,1.0,1.72,58.0,
48,05t,2018-12-16,00:00:00,40.0,78.0,13.0,0.78,43.0,
49,05t,2018-12-16,01:00:00,35.0,71.0,17.0,0.69,34.0,
50,05t,2018-12-16,02:00:00,31.0,61.0,24.0,0.63,27.0,
51,05t,2018-12-16,03:00:00,32.0,57.0,25.0,0.59,24.0,
52,05t,2018-12-16,04:00:00,27.0,48.0,24.0,0.55,22.0,
53,05t,2018-12-16,05:00:00,24.0,55.0,21.0,0.57,22.0,
54,05t,2018-12-16,06:00:00,25.0,48.0,19.0,0.57,24.0,
55,05t,2018-12-16,07:00:00,21.0,48.0,16.0,0.6,29.0,
56,05t,2018-12-16,08:00:00,19.0,44.0,17.0,0.54,25.0,
57,05t,2018-12-16,09:00:00,15.0,38.0,22.0,0.52,23.0,
58,05t,2018-12-16,10:00:00,19.0,45.0,32.0,0.49,15.0,
59,05t,2018-12-16,11:00:00,10.0,34.0,43.0,0.42,9.0,
60,05t,2018-12-16,12:00:00,6.0,24.0,53.0,0.41,9.0,
61,05t,2018-12-16,13:00:00,8.0,24.0,53.0,0.38,8.0,
62,05t,2018-12-16,14:00:00,10.0,25.0,54.0,0.4,7.0,
63,05t,2018-12-16,15:00:00,15.0,36.0,51.0,0.4,8.0,
64,05t,2018-12-16,16:00:00,14.0,29.0,48.0,0.38,8.0,
65,05t,2018-12-16,17:00:00,10.0,27.0,41.0,0.42,16.0,
66,05t,2018-12-16,18:00:00,11.0,29.0,33.0,0.58,31.0,
67,05t,2018-12-16,19:00:00,24.0,42.0,21.0,0.73,44.0,
68,05t,2018-12-16,20:00:00,24.0,47.0,11.0,0.84,56.0,
69,05t,2018-12-16,21:00:00,30.0,55.0,18.0,0.72,44.0,
70,05t,2018-12-16,22:00:00,20.0,47.0,16.0,0.76,48.0,
71,05t,2018-12-16,23:00:00,24.0,46.0,,,,
72,08t,2018-12-16,00:00:00,50.0,88.0,9.0,0.82,42.0,2.0
73,08t,2018-12-16,01:00:00,42.0,73.0,9.0,0.77,42.0,3.0
74,08t,2018-12-16,02:00:00,36.0,67.0,13.0,0.72,38.0,5.0
75,08t,2018-12-16,03:00:00,40.0,71.0,14.0,0.65,35.0,7.0
76,08t,2018-12-16,04:00:00,36.0,61.0,15.0,0.64,31.0,6.0
77,08t,2018-12-16,05:00:00,35.0,64.0,14.0,0.78,30.0,9.0
78,08t,2018-12-16,06:00:00,37.0,62.0,11.0,0.86,31.0,9.0
79,08t,2018-12-16,07:00:00,34.0,65.0,10.0,0.92,31.0,3.0
80,08t,2018-12-16,08:00:00,39.0,61.0,17.0,0.84,23.0,2.0
81,08t,2018-12-16,09:00:00,31.0,61.0,20.0,0.78,23.0,1.0
82,08t,2018-12-16,10:00:00,25.0,61.0,29.0,0.71,19.0,1.0
83,08t,2018-12-16,11:00:00,27.0,65.0,42.0,0.7,18.0,1.0
84,08t,2018-12-16,12:00:00,27.0,57.0,54.0,0.6,15.0,
85,08t,2018-12-16,13:00:00,28.0,58.0,56.0,0.51,12.0,
86,08t,2018-12-16,14:00:00,19.0,46.0,50.0,0.51,17.0,1.0
87,08t,2018-12-16,15:00:00,18.0,49.0,49.0,0.55,20.0,2.0
88,08t,2018-12-16,16:00:00,27.0,55.0,52.0,0.54,10.0,
89,08t,2018-12-16,17:00:00,23.0,44.0,31.0,0.69,27.0,3.0
90,08t,2018-12-16,18:00:00,28.0,51.0,19.0,0.87,40.0,7.0
91,08t,2018-12-16,19:00:00,34.0,67.0,9.0,1.01,45.0,3.0
92,08t,2018-12-16,20:00:00,42.0,85.0,,,,
93,08t,2018-12-16,21:00:00,35.0,73.0,2.0,1.17,56.0,2.0
94,08t,2018-12-16,22:00:00,37.0,79.0,2.0,1.13,52.0,3.0
95,08t,2018-12-16,23:00:00,40.0,72.0,7.0,0.85,46.0,1.0
96,10t,2018-12-16,00:00:00,49.0,71.0,13.0,,,
97,10t,2018-12-16,01:00:00,45.0,57.0,,,23.0,
98,10t,2018-12-16,02:00:00,39.0,50.0,20.0,,21.0,
99,10t,2018-12-16,03:00:00,33.0,46.0,20.0,,21.0,
100,10t,2018-12-16,04:00:00,26.0,41.0,20.0,,19.0,
101,10t,2018-12-16,05:00:00,26.0,42.0,19.0,,18.0,
102,10t,2018-12-16,06:00:00,26.0,42.0,14.0,,21.0,
